GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000140259	15	44096690	44117000	43	9	416576	1.7172	0.042971	MFAP1
ENSG00000092470	15	44119161	44160617	109	19	387391	1.5672	0.058535	WDR76
ENSG00000171877	15	44162962	44487450	729	42	399654	0.23579	0.4068	FRMD5
ENSG00000166734	15	44580927	44707956	241	15	380824	0.3234	0.3732	CASC4
ENSG00000137770	15	44719432	44821236	218	17	380221	0.55481	0.28951	CTDSPL2
ENSG00000104131	15	44829255	44855227	60	10	399895	-0.035423	0.51413	EIF3J
ENSG00000104133	15	44854894	44955876	210	21	355498	0.48186	0.31495	SPG11
ENSG00000229474	15	44957930	45003514	59	20	337608	-0.062443	0.5249	PATL2
ENSG00000166710	15	45003675	45011075	18	6	400341	0.50421	0.30706	B2M
ENSG00000185880	15	45021186	45060027	151	14	372668	0.0098456	0.49607	TRIM69
ENSG00000167014	15	45248900	45271427	90	9	351564	-0.57119	0.71607	C15orf43
ENSG00000140263	15	45315302	45369383	212	31	261401	0.58247	0.28013	SORD
ENSG00000140279	15	45384848	45406542	65	11	365420	-0.019405	0.50774	DUOX2
ENSG00000140274	15	45406519	45410619	10	3	397396	-0.050133	0.51999	DUOXA2
ENSG00000140254	15	45409569	45422136	33	12	437726	-0.3045	0.61963	DUOXA1
ENSG00000137857	15	45422131	45457774	128	26	399591	-0.76359	0.77744	DUOX1
ENSG00000138606	15	45459412	45493373	95	21	408917	-1.0274	0.8479	SHF
ENSG00000137860	15	45544428	45568149	92	8	432242	-0.11209	0.54462	SLC28A2
ENSG00000171766	15	45653322	45694525	109	11	419266	0.30181	0.3814	GATM
ENSG00000171763	15	45694529	45713617	55	10	403351	-0.06909	0.52754	SPATA5L1
ENSG00000166920	15	45722727	45740959	123	5	388847	-0.20594	0.58158	C15orf48
ENSG00000104154	15	45771809	45815005	84	15	390300	-0.49251	0.68882	SLC30A4
ENSG00000104164	15	45879321	45908197	70	10	406306	-0.65263	0.743	BLOC1S6
ENSG00000260170	15	45879549	45968512	323	34	400708	-0.11436	0.54552	RP11-96O20.4
ENSG00000137767	15	45923346	45983492	284	39	406118	0.27843	0.39034	SQRDL
ENSG00000137872	15	47476298	48066420	2243	89	408990	-0.35282	0.63789	SEMA6D
ENSG00000188467	15	48413169	48434869	9	4	143004	-0.62629	0.73444	SLC24A5
ENSG00000104177	15	48431625	48470714	13	5	132215	-0.89879	0.81562	MYEF2
ENSG00000233932	15	48483736	48495953	3	1	392597	1.5018	0.066569	CTXN2
ENSG00000074803	15	48483861	48596275	303	19	386664	-0.42735	0.66544	SLC12A1
ENSG00000128951	15	48623208	48635570	42	7	376348	0.21044	0.41666	DUT
ENSG00000166147	15	48700503	48938046	648	30	396972	0.57918	0.28123	FBN1
ENSG00000103995	15	49005125	49103343	222	35	401333	-1.2658	0.8972	CEP152
ENSG00000185634	15	49115932	49255641	440	58	391698	-0.89854	0.81555	SHC4
ENSG00000255302	15	49170083	49172380	1	1	456698	0.157	0.43762	EID1
ENSG00000138593	15	49280673	49338760	130	19	418347	-0.28115	0.6107	SECISBP2L
ENSG00000166200	15	49398268	49447858	172	27	377936	1.098	0.1361	COPS2
ENSG00000156958	15	49447853	49660066	797	26	390271	1.1812	0.11877	GALK2
ENSG00000166262	15	49619159	49913128	1118	36	385686	0.29417	0.38431	FAM227B
ENSG00000140285	15	49715293	49780972	256	25	413837	-0.33476	0.6311	FGF7
ENSG00000104047	15	49913177	49937333	88	10	432070	1.272	0.10169	DTWD1
ENSG00000104043	15	50150435	50475014	1220	75	401535	0.9559	0.16956	ATP8B4
ENSG00000140284	15	50474393	50528592	248	28	360943	0.39057	0.34806	SLC27A2
ENSG00000140287	15	50534144	50558223	79	20	412900	1.2007	0.11493	HDC
ENSG00000104064	15	50569389	50647605	237	19	386934	1.1967	0.11572	GABPB1
ENSG00000138592	15	50716577	50793280	296	24	410369	2.6706	0.0037853	USP8
ENSG00000170236	15	50792759	50838905	171	20	415486	3.6793	0.00011692	USP50
ENSG00000092439	15	50844670	50979012	491	25	401983	3.0069	0.0013198	TRPM7
ENSG00000138600	15	50999506	51058005	244	24	418817	4.219	1.227e-05	SPPL2A
ENSG00000081014	15	51200869	51298097	283	19	427733	2.592	0.0047708	AP4E1
ENSG00000183578	15	51348795	51397473	134	21	413225	1.601	0.054691	TNFAIP8L3
ENSG00000137869	15	51500254	51630807	449	45	416911	0.34127	0.36645	CYP19A1
ENSG00000186417	15	51633826	51700210	342	35	405956	-0.17097	0.56788	GLDN
ENSG00000104093	15	51739908	51915030	586	25	401104	1.1999	0.11508	DMXL2
ENSG00000104112	15	51973550	52013223	124	25	418406	1.1043	0.13473	SCG3
ENSG00000140280	15	52015208	52043782	134	20	411459	0.4495	0.32653	LYSMD2
ENSG00000128872	15	52043758	52108565	297	21	402144	-0.50987	0.69493	TMOD2
ENSG00000138594	15	52121825	52239492	494	25	393480	-0.81852	0.79347	TMOD3
ENSG00000166477	15	52230222	52264003	133	16	391638	-0.96245	0.83209	LEO1
ENSG00000069956	15	52244303	52358462	417	40	375099	-0.61363	0.73027	MAPK6
ENSG00000137875	15	52401460	52404972	24	7	419639	0.97554	0.16465	BCL2L10
ENSG00000069966	15	52413117	52483566	321	28	407369	0.25294	0.40016	GNB5
ENSG00000128833	15	52484519	52587995	368	42	396704	0.9535	0.17017	MYO5C
ENSG00000197535	15	52599480	52821247	957	25	405885	-0.27859	0.60972	MYO5A
ENSG00000128989	15	52839242	52862080	89	14	393178	0.26369	0.39601	ARPP19
ENSG00000047346	15	52873514	53002014	372	34	394679	-0.69233	0.75563	FAM214A
ENSG00000169856	15	53049637	53083273	152	42	393421	-0.74515	0.77191	ONECUT1
ENSG00000166415	15	53805938	54055075	1253	59	406991	-1.5023	0.93349	WDR72
ENSG00000137766	15	54305101	54920806	3214	140	399201	-0.31548	0.6238	UNC13C
ENSG00000137876	15	55473004	55489265	81	17	421991	0.10691	0.45743	RSL24D1
ENSG00000069974	15	55495164	55611311	556	53	392930	-1.5589	0.94049	RAB27A
ENSG00000069943	15	55611158	55647846	149	25	392213	-0.81513	0.7925	PIGB
ENSG00000260916	15	55632230	55700708	314	26	387265	-0.25804	0.60181	CCPG1
ENSG00000261652	15	55700746	55710962	58	12	361208	-0.14976	0.55952	C15orf65
ENSG00000256061	15	55702723	55800432	476	41	389283	-0.078794	0.5314	DYX1C1
ENSG00000171016	15	55831088	55881145	270	21	388776	-0.19471	0.57719	PYGO1
ENSG00000166450	15	55903744	56035288	516	41	400731	-0.075725	0.53018	PRTG
ENSG00000069869	15	56119120	56285944	784	29	407786	-0.061465	0.52451	NEDD4
ENSG00000181827	15	56379478	56535483	579	28	404630	0.61554	0.2691	RFX7
ENSG00000151575	15	56536207	56738195	861	39	395529	0.61455	0.26943	TEX9
ENSG00000138587	15	56713742	56757335	159	30	399397	0.43224	0.33278	MNS1
ENSG00000137871	15	56922379	57210769	838	42	406671	-0.029398	0.51173	ZNF280D
ENSG00000140262	15	57210821	57591479	1453	40	407148	-0.70101	0.75835	TCF12
ENSG00000128849	15	57668165	57842925	960	100	416846	0.60628	0.27217	CGNL1
ENSG00000137878	15	57884106	58006943	632	50	401661	-0.71501	0.7627	GCOM1
ENSG00000263155	15	57884139	57977562	516	36	414605	-0.053483	0.52133	MYZAP
ENSG00000255529	15	57884231	58074960	935	100	393687	-1.0894	0.86201	POLR2M
ENSG00000128918	15	58245622	58790065	2720	174	402808	2.9042	0.0018412	ALDH1A2
ENSG00000103569	15	58430368	58478110	222	35	414315	1.7263	0.042144	AQP9
ENSG00000166035	15	58702768	58861151	723	114	380720	2.6316	0.0042497	LIPC
ENSG00000137845	15	58887403	59042177	518	34	403462	5.0498	2.2115e-07	ADAM10
ENSG00000128923	15	59063391	59154099	351	40	393289	5.6931	6.2364e-09	FAM63B
ENSG00000157450	15	59157374	59389618	762	56	408799	5.6023	1.0577e-08	RNF111
ENSG00000137776	15	59171244	59225852	108	23	393382	5.7119	5.587e-09	SLTM
ENSG00000157456	15	59397277	59417244	103	14	392290	0.48527	0.31374	CCNB2
ENSG00000157483	15	59427113	59665099	993	91	386408	2.6315	0.004251	MYO1E
ENSG00000171989	15	59499042	59500705	16	5	449744	0.79227	0.2141	LDHAL6B
ENSG00000157470	15	59664892	59815748	576	48	400925	-0.38148	0.64858	FAM81A
ENSG00000140297	15	59887074	59932438	222	35	356106	-0.37594	0.64652	GCNT3
ENSG00000140307	15	59930261	59949740	82	10	416054	0.0089009	0.49645	GTF2A2
ENSG00000140299	15	59951345	59981733	166	10	420388	0.44415	0.32847	BNIP2
ENSG00000171956	15	60296421	60353929	218	31	420471	0.10521	0.4581	FOXB1
ENSG00000182718	15	60639333	60695082	194	39	354839	0.0078472	0.49687	ANXA2
ENSG00000128915	15	60711808	60771359	184	26	392322	-0.6074	0.72821	NARG2
ENSG00000069667	15	60780483	61521518	2682	282	396110	-1.7624	0.961	RORA
ENSG00000129003	15	62144588	62352672	816	36	386218	0.97472	0.16485	VPS13C
ENSG00000198535	15	62359176	62363116	11	5	434799	1.4704	0.070731	C2CD4A
ENSG00000205502	15	62455734	62457482	8	4	431923	0.47396	0.31776	C2CD4B
ENSG00000171914	15	62682725	63136830	1720	181	390589	0.54508	0.29285	TLN2
ENSG00000259458	15	62929371	62937490	25	11	334402	-0.88263	0.81128	RP11-625H11.1
ENSG00000140416	15	63334831	63364114	129	23	397263	1.6855	0.045951	TPM1
ENSG00000103642	15	63413999	63434260	80	12	391846	2.9462	0.0016084	LACTB
ENSG00000185088	15	63418071	63450220	148	22	388472	2.7977	0.0025731	RPS27L
ENSG00000166128	15	63481668	63559981	234	37	410075	4.776	8.9418e-07	RAB8B
ENSG00000138613	15	63568217	63601325	102	25	419531	4.7905	8.3163e-07	APH1B
ENSG00000074410	15	63613577	63674360	219	47	407080	2.3978	0.0082477	CA12
ENSG00000140455	15	63796793	63886839	334	31	415011	0.13783	0.44519	USP3
ENSG00000197361	15	63889552	63894627	16	8	423626	1.0721	0.14184	FBXL22
ENSG00000103657	15	63900817	64126141	767	29	411377	1.0837	0.13925	HERC1
ENSG00000035664	15	64199235	64364232	729	53	406920	-0.31095	0.62208	DAPK2
ENSG00000166797	15	64364758	64386217	91	18	406624	2.6236	0.0043506	FAM96A
ENSG00000028528	15	64386322	64438289	153	27	408774	2.4527	0.0070885	SNX1
ENSG00000157734	15	64443914	64449680	19	10	400202	1.3423	0.089745	SNX22
ENSG00000166794	15	64448011	64455404	22	8	419792	0.52624	0.29936	PPIB
ENSG00000169118	15	64457716	64648442	628	37	398217	0.88578	0.18787	CSNK1G1
ENSG00000259316	15	64472547	64665980	655	39	392464	0.81608	0.20723	CTD-2116N17.1
ENSG00000166803	15	64657193	64679886	79	18	355917	0.48473	0.31393	KIAA0101
ENSG00000103671	15	64679947	64747502	182	33	410808	-0.34203	0.63384	TRIP4
ENSG00000180357	15	64752941	64978264	720	37	406976	-0.66278	0.74627	ZNF609
ENSG00000180304	15	64979772	64995480	40	13	422375	-0.91613	0.8202	OAZ2
ENSG00000166831	15	65032091	65067786	133	23	397170	-1.1925	0.88346	RBPMS2
ENSG00000140451	15	65107831	65117867	57	12	384769	-0.34212	0.63387	PIF1
ENSG00000249240	15	65134082	65223118	321	27	395408	0.64341	0.25998	AC069368.3
ENSG00000241839	15	65134088	65160206	98	15	412575	0.08551	0.46593	PLEKHO2
ENSG00000166839	15	65204101	65251042	219	42	333821	1.6969	0.044857	ANKDD1A
ENSG00000090487	15	65255362	65282648	136	22	400378	2.1674	0.015104	SPG21
ENSG00000103707	15	65294845	65321977	122	25	407452	2.3817	0.0086168	MTFMT
ENSG00000186198	15	65337708	65345734	30	11	360832	-1.0183	0.84574	SLC51B
ENSG00000103710	15	65345679	65369028	108	25	398895	-0.42388	0.66417	RASL12
ENSG00000234438	15	65369154	65372276	16	6	424880	-0.10993	0.54377	KBTBD13
ENSG00000246922	15	65385338	65407535	54	14	390767	-0.58248	0.71988	UBAP1L
ENSG00000090470	15	65409717	65426174	40	10	391597	-1.4475	0.92612	PDCD7
ENSG00000166855	15	65440557	65477680	108	15	397888	-1.1752	0.88005	CLPX
ENSG00000138615	15	65488337	65503826	63	12	408251	-0.60663	0.72795	CILP
ENSG00000138617	15	65526798	65592956	260	24	382415	0.063985	0.47449	PARP16
ENSG00000174498	15	65619465	65670378	162	40	395218	-0.48194	0.68508	IGDCC3
ENSG00000103742	15	65673802	65715410	123	33	351422	-1.2764	0.89909	IGDCC4
ENSG00000074603	15	65734801	65810042	229	26	405968	-0.29517	0.61607	DPP8
ENSG00000074696	15	65822756	65870687	142	18	412624	0.046511	0.48145	PTPLAD1
ENSG00000138614	15	65871091	65903627	98	17	398592	-0.61986	0.73232	VWA9
ENSG00000074621	15	65903704	65953333	133	17	407930	-0.09984	0.53976	SLC24A1
ENSG00000174485	15	65950384	66084631	373	23	399194	-1.0781	0.85951	DENND4A
ENSG00000103769	15	66018392	66184329	470	42	409438	-0.99431	0.83996	RAB11A
ENSG00000157890	15	66187417	66546085	1612	154	399496	-0.42007	0.66278	MEGF11
ENSG00000166938	15	66585555	66626236	152	31	402748	0.08701	0.46533	DIS3L
ENSG00000075131	15	66628544	66679084	185	35	401516	0.40507	0.34271	TIPIN
ENSG00000169032	15	66679155	66784650	397	33	399881	0.29358	0.38454	MAP2K1
ENSG00000174446	15	66782473	66790151	21	10	417421	1.0755	0.14108	SNAPC5
ENSG00000174444	15	66790355	66816870	122	25	418525	0.65725	0.25551	RPL4
ENSG00000174442	15	66797297	66842115	186	29	424498	0.63327	0.26328	ZWILCH
ENSG00000188501	15	66839517	66858317	61	15	420488	-0.083299	0.53319	LCTL
ENSG00000259471	15	66874528	66978132	622	70	386493	-1.0661	0.85681	RP11-321F6.1
ENSG00000137834	15	66994566	67074338	285	36	388892	-1.749	0.95985	SMAD6
ENSG00000166949	15	67356101	67487533	460	74	395789	-0.16255	0.56456	SMAD3
ENSG00000259202	15	67435072	67439277	11	5	238851	-0.19504	0.57732	RP11-342M21.2
ENSG00000103591	15	67493371	67547533	159	21	411519	0.49914	0.30884	AAGAB
ENSG00000103599	15	67547138	67794598	641	41	407837	-0.038716	0.51544	IQCH
ENSG00000189227	15	67813406	67819628	23	9	385325	-1.2538	0.89504	C15orf61
ENSG00000137764	15	67835047	68099461	891	45	410078	-0.27815	0.60955	MAP2K5
ENSG00000188779	15	68112042	68126899	45	12	411213	0.71668	0.23678	SKOR1
ENSG00000033800	15	68346517	68483096	400	37	394525	-0.50948	0.69479	PIAS1
ENSG00000129007	15	68483043	68498417	44	15	391567	-0.16144	0.56413	CALML4
ENSG00000260007	15	68486139	68522056	128	17	387396	-0.24637	0.5973	RP11-315D16.2
ENSG00000128973	15	68499330	68549549	173	18	380581	-0.060142	0.52398	CLN6
ENSG00000169018	15	68570141	68588203	53	14	390548	1.8583	0.031562	FEM1B
ENSG00000137809	15	68594050	68724501	612	72	373671	0.89506	0.18538	ITGA11
ENSG00000103647	15	68871308	69020145	538	59	385703	0.92373	0.17781	CORO2B
ENSG00000140350	15	69070874	69113236	116	28	351313	-0.54357	0.70663	ANP32A
ENSG00000258484	15	69110560	69239150	291	34	364204	-0.22806	0.5902	SPESP1
ENSG00000255346	15	69222864	69355083	292	31	390411	0.5665	0.28553	NOX5
ENSG00000138604	15	69452923	69564556	342	23	393991	-0.34599	0.63532	GLCE
ENSG00000137819	15	69591286	69700119	530	32	381273	-0.66851	0.7481	PAQR5
ENSG00000137807	15	69706585	69740764	67	19	401011	0.42106	0.33686	KIF23
ENSG00000137818	15	69745123	69748255	11	7	376708	-1.1129	0.86712	RPLP1
ENSG00000140332	15	70340129	70390515	172	30	300011	-0.059367	0.52367	TLE3
ENSG00000137831	15	70946893	71055932	245	30	401325	0.022062	0.4912	UACA
ENSG00000166173	15	71123863	71146498	52	12	411084	-0.83794	0.79897	LARP6
ENSG00000137821	15	71145578	71342414	314	34	393196	-0.38274	0.64905	LRRC49
ENSG00000129028	15	71173681	71185124	14	8	433238	0.28694	0.38708	THAP10
ENSG00000187720	15	71389291	72075722	2853	210	390997	-1.248	0.89399	THSD4
ENSG00000225362	15	71402583	71407833	13	3	407941	0.32387	0.37302	CT62
ENSG00000066933	15	72114632	72410918	828	37	393901	-0.048023	0.51915	MYO9A
ENSG00000166192	15	72406599	72433311	66	14	412406	-0.211	0.58355	SENP8
ENSG00000175318	15	72452148	72490126	97	27	406872	-0.75765	0.77567	GRAMD2
ENSG00000067225	15	72491370	72524164	92	25	409397	-0.95904	0.83123	PKM
ENSG00000137817	15	72533522	72565340	103	22	406735	-0.48307	0.68548	PARP6
ENSG00000273025	15	72559087	72612287	197	32	410459	-1.7553	0.9604	CELF6
ENSG00000140488	15	72577068	72612470	124	20	420114	-1.9226	0.97273	CELF6
ENSG00000213614	15	72635775	72668817	103	19	403539	-1.1766	0.88033	HEXA
ENSG00000187806	15	72690614	72700370	25	8	415813	-0.88917	0.81304	TMEM202
ENSG00000166233	15	72766667	72879692	280	33	385393	-0.42613	0.66499	ARIH1
ENSG00000215186	15	72947079	72958735	18	11	17414	1.3428	0.089662	GOLGA6B
ENSG00000175202	15	72968124	72978490	26	11	428930	0.7094	0.23904	HIGD2B
ENSG00000140463	15	72978527	73030817	150	30	388749	0.38492	0.35015	BBS4
ENSG00000159322	15	73043710	73078187	107	24	405678	0.48897	0.31243	ADPGK
ENSG00000067141	15	73344051	73597547	850	39	405316	-0.44939	0.67342	NEO1
ENSG00000138622	15	73612200	73661605	214	50	408960	0.5299	0.29809	HCN4
ENSG00000183324	15	73735499	73852355	315	28	405778	0.69379	0.24391	C15orf60
ENSG00000156642	15	73852355	73926475	192	31	410659	0.59809	0.27489	NPTN
ENSG00000103855	15	73976307	74006859	122	20	417478	0.5784	0.2815	CD276
ENSG00000205363	15	74032141	74045088	43	17	431419	1.9759	0.024084	C15orf59
ENSG00000167139	15	74165949	74181555	61	17	385699	-1.1813	0.88125	TBC1D21
ENSG00000129038	15	74218330	74244478	146	26	419976	-1.5587	0.94046	LOXL1
ENSG00000067221	15	74275547	74286963	46	13	425635	-0.5119	0.69564	STOML1
ENSG00000140464	15	74287014	74340153	201	29	411657	-0.82402	0.79504	PML
ENSG00000159289	15	74362198	74374891	8	5	17477	0.14371	0.44286	GOLGA6A
ENSG00000167178	15	74392652	74430881	45	23	360609	0.22437	0.41124	ISLR2
ENSG00000248540	15	74418256	74421619	4	2	443919	1.8175	0.034571	RP11-247C2.2
ENSG00000129009	15	74466012	74469213	13	3	432172	1.1579	0.12346	ISLR
ENSG00000137868	15	74471807	74504608	133	23	399950	1.4067	0.079762	STRA6
ENSG00000140481	15	74509613	74628813	539	57	396837	0.98708	0.1618	CCDC33
ENSG00000140459	15	74630100	74660081	117	24	413021	1.0437	0.14831	CYP11A1
ENSG00000138623	15	74701630	74726808	101	28	426528	0.36485	0.35761	SEMA7A
ENSG00000138629	15	74738318	74753523	48	13	412641	1.7179	0.042907	UBL7
ENSG00000179361	15	74833518	74890472	152	26	390609	0.51348	0.30381	ARID3B
ENSG00000179335	15	74890841	74932057	113	26	403028	1.2521	0.10527	CLK3
ENSG00000179151	15	74922899	74988633	142	29	401558	1.6157	0.053084	EDC3
ENSG00000140465	15	75011883	75017951	18	8	404366	0.77872	0.21807	CYP1A1
ENSG00000140505	15	75041185	75048543	24	12	404108	-0.87815	0.81007	CYP1A2
ENSG00000103653	15	75074398	75095539	73	17	391604	-0.13057	0.55194	CSK
ENSG00000140506	15	75105057	75118099	49	13	414864	-0.91302	0.81938	LMAN1L
ENSG00000213578	15	75118888	75124141	13	7	395143	1.8927	0.029201	CPLX3
ENSG00000140474	15	75128457	75135687	21	6	432196	2.4307	0.0075358	ULK3
ENSG00000140497	15	75136071	75165706	74	22	395061	1.5951	0.055342	SCAMP2
ENSG00000178802	15	75182346	75191798	29	14	376949	2.3299	0.0099062	MPI
ENSG00000178761	15	75192328	75199462	17	9	428510	1.2218	0.11089	FAM219B
ENSG00000178741	15	75212132	75230509	58	12	374614	2.8417	0.0022439	COX5A
ENSG00000178718	15	75246757	75249805	2	1	420609	1.6284	0.051716	RPP25
ENSG00000198794	15	75249560	75313837	246	36	395198	1.5512	0.060424	SCAMP5
ENSG00000138621	15	75315896	75409803	376	31	397447	1.7227	0.042472	PPCDC
ENSG00000167173	15	75487984	75504510	56	19	401815	0.7053	0.24031	C15orf39
ENSG00000167195	15	75550940	75562540	6	4	17477	0.71198	0.23824	GOLGA6C
ENSG00000140478	15	75575176	75586816	6	4	16369	0.40289	0.34351	GOLGA6D
ENSG00000140365	15	75628232	75634268	26	13	364351	1.7464	0.040373	COMMD4
ENSG00000140398	15	75639296	75647592	13	7	412974	0.84132	0.20008	NEIL1
ENSG00000140400	15	75648133	75660971	25	14	407460	1.1893	0.11716	MAN2C1
ENSG00000169375	15	75661720	75748183	182	34	404318	1.3033	0.096234	SIN3A
ENSG00000169410	15	75759462	75871630	270	29	378239	0.62091	0.26733	PTPN9
ENSG00000169371	15	75890424	75918810	74	11	371922	0.50905	0.30536	SNUPN
ENSG00000177971	15	75931426	75941047	24	11	309024	-0.52861	0.70146	IMP3
ENSG00000173548	15	75940247	75954642	32	13	409869	-0.93405	0.82486	SNX33
ENSG00000173546	15	75966663	76005189	129	27	349191	-0.095447	0.53802	CSPG4
ENSG00000203392	15	75970672	75973093	6	2	438508	-1.0227	0.84677	AC105020.1
ENSG00000182950	15	76016318	76020029	10	7	408031	1.074	0.1414	ODF3L1
ENSG00000256530	15	76030311	76031568	5	2	429471	-0.16615	0.56598	AC019294.1
ENSG00000140367	15	76135622	76193419	141	20	408435	0.60179	0.27366	UBE2Q2
ENSG00000167196	15	76196200	76227609	83	15	414166	0.33204	0.36993	FBXO22
ENSG00000169752	15	76228310	76352136	397	20	407092	0.2796	0.38989	NRG4
ENSG00000169758	15	76352178	76521462	589	66	401451	1.6787	0.046608	C15orf27
ENSG00000140374	15	76507696	76603813	275	19	403847	1.3178	0.093777	ETFA
ENSG00000159556	15	76629065	76634817	21	7	436401	0.31735	0.37549	ISL2
ENSG00000140386	15	76640526	77197785	1423	35	400456	2.2141	0.013409	SCAPER
ENSG00000117906	15	77223960	77242601	40	17	395870	1.6928	0.045245	RCN2
ENSG00000140368	15	77285700	77329673	192	35	397216	2.784	0.0026851	PSTPIP1
ENSG00000140391	15	77336359	77376326	106	24	347016	0.36933	0.35594	TSPAN3
ENSG00000173517	15	77400471	77712486	716	41	388119	1.5419	0.06155	PEAK1
ENSG00000140382	15	77712754	77777949	170	24	414002	2.4419	0.0073051	HMG20A
ENSG00000169783	15	77905369	78113242	881	62	411716	-0.17496	0.56945	LINGO1
ENSG00000167202	15	78276378	78370066	463	41	387257	0.39504	0.34641	TBC1D2B
ENSG00000183476	15	78370150	78397251	107	34	421830	0.32631	0.37209	SH2D7
ENSG00000136425	15	78396948	78423886	138	28	405477	0.39026	0.34817	CIB2
ENSG00000166411	15	78423840	78464291	142	33	394256	0.24456	0.4034	IDH3A
ENSG00000103740	15	78459810	78538030	340	61	382873	0.018486	0.49263	ACSBG1
ENSG00000140403	15	78556428	78574538	79	19	396508	0.96849	0.1664	DNAJA4
ENSG00000140395	15	78570177	78592136	69	19	424757	0.17105	0.43209	WDR61
ENSG00000166426	15	78632666	78640572	35	14	406599	0.21464	0.41502	CRABP1
ENSG00000136381	15	78729773	78793798	219	30	413000	0.11406	0.4546	IREB2
ENSG00000188266	15	78799906	78829714	116	15	394746	0.21458	0.41505	HYKK
ENSG00000041357	15	78832747	78841604	50	10	396388	-0.55797	0.71157	PSMA4
ENSG00000169684	15	78857862	78887611	118	19	407029	0.50096	0.3082	CHRNA5
ENSG00000080644	15	78885394	78913637	129	18	349350	0.5068	0.30615	CHRNA3
ENSG00000117971	15	78916461	79020096	419	49	387078	0.16499	0.43447	CHRNB4
ENSG00000136378	15	79051545	79103773	317	24	311214	0.66082	0.25436	ADAMTS7
ENSG00000185787	15	79102829	79190475	447	29	407361	2.2028	0.013803	MORF4L1
ENSG00000103811	15	79213400	79241916	158	24	379268	3.0872	0.0010102	CTSH
ENSG00000058335	15	79252289	79383115	487	82	361184	0.85226	0.19704	RASGRF1
