IPS_E3	IPS_E3	IPS_E3	IPS_E4	IPS_E4	IPS_E4
ZNF706	99	61	86	116	79	62
NACAP1	0	0	0	0	1	0
GRHL2	550	425	418	471	438	331
NCALD	70	35	46	83	54	63
MIR5680	0	0	0	0	0	0
RRM2B	1196	898	725	1076	1068	659
UBR5	4830	3379	2560	3996	3410	2400
ODF1	0	0	0	1	0	0
KLF10	218	179	158	211	224	191
AZIN1	4474	3416	3068	4644	3101	2779
ATP6V1C1	1006	747	642	913	787	630
C8orf56	0	0	0	0	0	0
BAALC	32	17	9	41	30	27
MIR3151	0	0	0	0	0	0
LOC100499183	1	0	0	0	0	1
FZD6	275	213	198	333	213	222
CTHRC1	18	16	11	18	15	19
SLC25A32	222	246	199	273	251	255
DCAF13	1288	1203	758	1191	1291	697
RIMS2	301	229	177	264	246	151
DCSTAMP	0	0	0	0	0	0
DPYS	5	4	2	4	4	1
LRP12	145	113	141	166	136	163
ZFPM2	0	0	0	0	0	0
OXR1	270	201	156	244	213	194
ABRA	0	0	0	0	1	0
ANGPT1	6	10	2	1	5	10
RSPO2	12	18	4	8	5	3
EIF3E	5247	3499	2969	5342	3867	2782
EMC2	372	230	196	384	263	209
TMEM74	41	38	31	36	58	36
TRHR	0	0	0	0	0	0
NUDCD1	991	843	531	994	989	564
ENY2	566	577	424	641	690	492
PKHD1L1	3	3	0	3	0	1
EBAG9	137	119	93	118	123	111
SYBU	3	3	2	2	3	2
KCNV1	0	0	0	0	3	0
CSMD3	0	0	0	1	1	1
MIR2053	0	0	0	0	0	0
TRPS1	155	115	92	128	95	100
LINC00536	0	0	0	0	0	1
EIF3H	2294	1642	1546	2292	1764	1567
UTP23	322	221	173	305	234	181
RAD21	5177	3547	2974	5150	4165	3063
RAD21-AS1	2	3	1	6	0	1
MIR3610	0	0	0	0	0	0
AARD	7	16	4	15	14	12
SLC30A8	18	23	12	11	14	10
MED30	130	118	82	166	140	114
EXT1	327	258	213	260	242	280
SAMD12	160	99	96	136	103	112
SAMD12-AS1	5	2	1	3	3	3
TNFRSF11B	2	1	2	0	4	0
COLEC10	1	0	5	0	0	1
MAL2	1345	1026	645	1339	1074	658
NOV	3	2	1	2	2	3
ENPP2	56	58	29	25	27	20
TAF2	728	468	469	603	506	457
DSCC1	484	382	325	477	390	309
DEPTOR	83	45	38	49	33	29
COL14A1	447	352	224	286	342	225
MRPL13	518	461	292	574	497	310
MTBP	179	132	109	179	134	125
SNTB1	356	316	165	272	306	134
HAS2	19	26	0	9	21	23
HAS2-AS1	3	5	0	1	5	0
ZHX2	210	177	131	197	202	128
DERL1	567	469	388	630	562	458
WDR67	389	286	254	432	308	249
FAM83A	0	0	0	1	1	0
LOC100131726	2	0	0	0	0	0
MIR4663	0	0	0	0	0	0
C8orf76	22	30	20	25	22	21
ZHX1-C8ORF76	3	1	4	6	6	5
ZHX1	55	49	44	52	32	70
ATAD2	635	440	443	656	497	464
WDYHV1	177	158	135	200	164	128
FBXO32	13	4	4	10	6	2
KLHL38	0	0	0	0	0	0
ANXA13	0	0	0	0	0	0
FAM91A1	408	227	282	401	268	307
FER1L6	0	0	0	0	0	0
FER1L6-AS1	0	0	0	0	0	0
TMEM65	254	168	126	264	190	156
TRMT12	159	161	176	176	171	176
RNF139	425	285	324	463	352	309
TATDN1	187	122	112	209	147	116
NDUFB9	936	917	630	1002	991	700
MTSS1	52	57	21	28	30	12
LOC157381	0	0	0	0	0	0
ZNF572	52	26	26	45	11	19
SQLE	1815	2244	730	1535	2114	779
KIAA0196	768	630	522	784	705	594
NSMCE2	192	158	103	197	184	141
TRIB1	843	696	556	622	713	457
LOC100130231	0	0	0	0	0	0
FAM84B	904	811	1109	725	863	996
PCAT1	0	0	1	0	0	0
POU5F1B	10	6	2	5	11	8
LOC727677	0	0	0	0	0	0
MYC	355	419	125	275	361	156
MIR1204	4	2	3	4	0	2
PVT1	120	122	89	125	126	107
MIR1205	1	0	0	0	0	1
MIR1206	0	0	0	0	0	0
MIR1207	1	0	0	0	0	0
MIR1208	0	0	0	0	0	0
LOC728724	0	0	0	0	0	0
GSDMC	0	0	0	0	0	0
FAM49B	1213	980	862	1270	1156	801
MIR5194	0	0	0	0	0	0
ASAP1	313	214	177	238	282	204
LOC100507117	3	2	0	1	1	0
ASAP1-IT1	0	0	0	0	0	0
ADCY8	171	248	42	98	189	39
EFR3A	465	325	222	355	247	263
OC90	6	16	4	3	5	1
HHLA1	146	167	24	34	58	3
KCNQ3	25	16	18	26	13	17
HPYR1	0	0	0	0	0	0
LRRC6	7	6	4	10	16	7
TMEM71	0	0	0	0	0	0
PHF20L1	320	201	190	333	233	284
TG	0	0	0	0	0	1
SLA	5	1	0	2	2	1
WISP1	0	0	1	1	0	2
NDRG1	132	87	78	229	192	128
ST3GAL1	55	71	34	50	61	50
ZFAT	185	165	139	145	176	141
ZFAT-AS1	0	0	0	0	0	0
MIR30B	0	0	0	0	1	0
MIR30D	0	0	0	0	0	0
LOC286094	0	0	0	0	0	0
KHDRBS3	89	74	59	99	124	50
FAM135B	0	0	0	0	0	0
COL22A1	0	0	0	0	0	2
KCNK9	0	0	0	0	0	0
TRAPPC9	110	86	124	138	97	113
CHRAC1	361	346	258	360	372	245
AGO2	473	379	356	424	403	365
PTK2	1494	1108	1065	1563	1247	1113
DENND3	38	36	33	32	37	27
SLC45A4	105	126	71	83	135	73
LOC731779	0	0	0	0	0	0
GPR20	6	7	1	8	10	5
PTP4A3	111	111	108	144	146	102
MROH5	1	3	2	0	2	0
MIR4472-1	0	0	0	0	0	0
LINC00051	0	0	0	0	0	0
TSNARE1	103	95	94	108	110	101
BAI1	19	27	30	26	36	30
ARC	32	74	52	30	108	57
JRK	385	272	322	430	378	458
PSCA	0	0	0	0	0	2
LY6K	0	0	0	0	0	4
LOC100288181	0	0	0	1	1	1
THEM6	8	6	4	27	47	14
SLURP1	0	0	0	0	0	0
LYPD2	0	0	0	0	0	0
LYNX1	0	0	0	64	51	76
LY6D	0	0	0	0	0	0
GML	0	0	0	0	0	0
CYP11B1	0	0	0	0	0	0
CYP11B2	0	0	0	0	0	0
LOC100133669	3	0	1	1	2	2
LY6E	541	486	635	651	600	617
C8orf31	7	2	0	8	2	4
LY6H	2	2	4	3	2	2
GPIHBP1	0	0	0	0	0	0
ZFP41	95	83	83	95	81	82
GLI4	32	12	33	17	21	32
ZNF696	125	125	116	107	148	127
TOP1MT	322	337	259	333	289	259
RHPN1-AS1	7	4	3	9	5	5
RHPN1	113	81	96	90	114	130
MAFA	12	16	7	5	8	13
ZC3H3	101	117	99	102	113	92
GSDMD	178	163	143	133	103	91
MROH6	18	22	8	19	24	17
NAPRT1	180	220	228	227	251	279
EEF1D	2101	2190	1834	2169	2400	1750
TIGD5	53	87	124	54	92	125
PYCRL	60	107	109	95	117	133
TSTA3	292	315	277	251	324	232
ZNF623	363	264	273	358	263	308
ZNF707	20	18	19	22	30	26
BREA2	4	3	4	0	1	2
CCDC166	0	0	0	0	0	0
MAPK15	17	14	17	20	22	25
FAM83H	545	555	578	552	693	715
MIR4664	8	10	7	7	8	10
LOC100128338	24	18	10	15	19	14
SCRIB	740	801	838	691	887	935
MIR937	0	0	0	0	0	0
PUF60	1049	1150	1183	1169	1343	1286
NRBP2	139	83	140	144	83	172
EPPK1	331	327	278	348	402	276
PLEC	1586	1466	1526	1383	1530	1767
MIR661	1	0	0	0	0	0
PARP10	26	20	37	39	37	53
GRINA	462	371	468	482	475	511
SPATC1	0	0	0	0	0	0
OPLAH	145	177	175	140	192	201
EXOSC4	104	149	117	87	127	142
GPAA1	398	344	370	401	451	367
CYC1	843	1051	926	1000	1193	982
SHARPIN	180	214	221	199	210	220
MAF1	864	953	699	822	966	730
KIAA1875	2	0	3	0	0	3
FAM203A	1	3	7	2	3	2
MROH1	110	117	133	112	121	138
SCXA	0	0	0	0	0	0
SCXB	0	0	0	0	0	0
BOP1	195	244	157	141	227	197
HSF1	640	583	499	518	645	550
DGAT1	113	116	129	117	133	114
SCRT1	2	2	0	1	1	1
TMEM249	10	8	14	7	11	14
FBXL6	95	132	107	69	118	116
SLC52A2	315	381	320	288	398	306
ADCK5	36	31	36	34	31	42
CPSF1	940	1005	930	936	1111	836
MIR939	0	0	0	0	0	0
MIR1234	0	0	0	0	0	0
SLC39A4	8	15	20	8	8	13
VPS28	193	182	203	227	213	189
TONSL	530	493	531	473	510	509
CYHR1	212	152	190	182	208	200
KIFC2	164	107	143	154	108	149
FOXH1	673	584	717	659	560	583
PPP1R16A	150	120	145	117	145	135
GPT	1	0	3	5	3	2
MFSD3	268	339	274	246	339	259
RECQL4	431	481	412	394	456	406
LRRC14	272	242	303	280	282	333
LRRC24	1	6	1	14	4	13
C8orf82	125	130	128	139	131	144
ARHGAP39	121	116	112	100	138	120
ZNF251	257	154	318	283	171	297
ZNF34	104	66	85	126	79	87
RPL8	12509	11199	11571	13953	12136	11087
ZNF517	33	37	37	49	35	51
ZNF7	237	178	143	232	200	161
COMMD5	114	146	127	110	148	127
ZNF250	145	94	129	149	114	105
ZNF16	215	123	185	266	151	161
ZNF252P	376	267	209	377	254	243
TMED10P1	1	0	0	1	1	0
ZNF252P-AS1	8	8	2	5	5	2
C8orf33	394	434	356	477	512	384
DDX11L5	0	0	0	0	0	0
WASH1	30	19	24	26	21	27
FAM138C	0	0	0	0	0	0
FOXD4	0	0	0	0	1	0
CBWD1	117	82	70	106	100	93
C9orf66	0	2	0	3	3	0
DOCK8	16	14	3	27	19	16
KANK1	614	549	444	541	590	449
DMRT1	1	1	0	0	0	0
DMRT3	0	0	0	0	0	0
DMRT2	0	0	0	1	0	0
SMARCA2	161	87	69	91	69	52
FLJ35024	49	46	28	34	34	21
VLDLR	742	642	263	569	611	181
KCNV2	1	0	0	0	0	0
KIAA0020	750	649	415	632	636	417
RFX3	159	122	49	97	117	42
GLIS3	1	1	1	4	3	12
GLIS3-AS1	0	0	0	0	0	0
SLC1A1	201	186	62	184	252	70
SPATA6L	6	5	6	6	3	1
PPAPDC2	196	162	106	209	144	134
CDC37L1	252	171	136	218	203	152
AK3	613	437	411	579	476	425
RCL1	164	198	147	166	190	159
MIR101-2	0	0	0	0	0	0
JAK2	58	39	43	50	51	38
INSL6	0	0	1	0	0	0
INSL4	0	0	1	0	0	0
RLN2	35	17	20	46	20	23
RLN1	5	1	5	6	6	0
PLGRKT	144	100	111	172	128	134
CD274	0	3	0	2	1	0
PDCD1LG2	0	0	0	0	0	23
KIAA1432	413	340	303	457	383	319
ERMP1	545	355	302	572	436	296
MLANA	0	0	0	0	0	0
KIAA2026	272	179	195	202	188	232
MIR4665	0	0	0	0	0	0
RANBP6	591	348	397	601	383	412
IL33	0	0	0	0	0	0
TPD52L3	0	0	0	0	0	0
UHRF2	731	542	287	664	593	356
GLDC	761	689	412	575	647	375
KDM4C	568	398	347	518	399	229
C9orf123	467	485	370	607	536	328
PTPRD	528	385	255	427	401	264
TYRP1	2	1	0	0	2	0
LURAP1L	1	4	0	1	3	9
MPDZ	904	664	571	931	783	644
FLJ41200	0	0	0	0	0	0
LINC00583	0	0	0	0	0	0
NFIB	94	67	55	90	51	43
ZDHHC21	216	133	114	203	151	157
CER1	4	0	0	1	0	2
FREM1	38	29	35	24	27	25
LOC389705	4	1	1	1	0	1
TTC39B	115	103	58	94	87	62
SNAPC3	575	361	278	530	401	308
PSIP1	6358	4142	3807	5678	4227	3363
CCDC171	66	50	34	69	34	38
C9orf92	0	0	0	0	0	0
BNC2	750	388	427	686	402	378
CNTLN	339	204	190	328	255	200
SH3GL2	130	93	83	138	116	67
ADAMTSL1	13	18	5	7	12	59
MIR3152	0	0	0	0	0	0
FAM154A	0	1	2	0	0	2
RRAGA	398	406	267	367	461	311
HAUS6	894	677	624	892	755	683
SCARNA8	2	0	2	1	3	3
PLIN2	569	392	414	559	502	518
DENND4C	935	583	516	847	562	510
RPS6	17596	13439	11689	19611	14982	10795
ACER2	90	56	62	102	81	58
SLC24A2	111	68	37	58	54	30
MLLT3	241	161	115	198	157	84
MIR4473	0	0	0	0	0	0
MIR4474	0	0	0	0	0	0
FOCAD	1001	694	569	940	815	631
MIR491	1	0	1	0	0	0
PTPLAD2	16	9	6	16	6	14
IFNB1	0	0	0	0	0	0
IFNW1	0	0	0	0	0	0
IFNA21	0	0	0	0	0	0
IFNA4	0	0	0	0	0	0
IFNA7	0	0	0	0	0	0
IFNA10	0	0	0	0	0	0
IFNA16	0	0	0	0	0	0
IFNA17	0	0	0	0	0	0
IFNA14	0	0	0	0	0	0
IFNA22P	0	0	0	0	0	0
IFNA5	0	0	0	0	0	0
KLHL9	580	333	383	663	415	447
IFNA6	0	0	0	0	0	0
IFNA13	0	0	0	0	0	0
IFNA2	0	0	0	0	0	0
IFNA8	0	0	0	0	0	0
IFNA1	0	0	0	0	0	0
MIR31HG	1	1	2	0	2	5
IFNE	0	0	0	0	0	0
MIR31	0	0	0	0	0	0
MTAP	631	518	396	547	543	510
C9orf53	0	0	0	0	0	0
CDKN2A	0	1	0	1	1	4
CDKN2B-AS1	0	0	0	1	0	1
CDKN2B	1	0	0	0	0	23
DMRTA1	85	61	37	67	57	38
FLJ35282	1	0	3	1	0	0
ELAVL2	216	182	84	156	167	70
IZUMO3	0	0	0	0	0	0
TUSC1	24	26	25	40	43	58
LOC100506422	0	0	0	0	0	0
CAAP1	518	421	372	545	505	363
PLAA	661	490	501	594	521	538
IFT74	356	193	175	354	237	214
LRRC19	0	0	0	0	0	0
TEK	278	338	143	156	191	99
LINC00032	6	4	0	0	7	3
EQTN	5	1	4	6	1	2
MOB3B	252	230	200	298	301	233
IFNK	0	0	0	0	0	0
C9orf72	415	251	271	475	303	266
LINGO2	56	32	30	53	31	19
MIR876	0	0	0	0	0	0
MIR873	0	0	0	0	0	0
LOC401497	0	0	0	0	0	0
ACO1	1036	953	686	1122	1189	759
DDX58	277	194	124	173	207	116
TOPORS	734	555	613	738	607	627
LOC100129250	59	43	40	64	44	43
NDUFB6	349	386	257	386	403	243
TAF1L	1	0	1	3	0	0
TMEM215	1	5	5	3	1	4
APTX	316	372	259	310	311	278
DNAJA1	1512	1371	1055	1609	1555	1309
SMU1	1056	852	793	1005	947	725
B4GALT1	109	87	79	86	108	116
SPINK4	0	0	0	0	0	0
BAG1	193	261	170	194	294	186
CHMP5	483	349	281	531	409	319
NFX1	404	307	348	398	336	333
AQP7	0	0	0	1	0	0
AQP3	7	18	8	13	14	9
NOL6	380	582	410	342	560	440
SUGT1P1	0	1	1	1	1	3
ANKRD18B	25	16	15	37	19	22
ANXA2P2	1	2	1	2	1	1
PTENP1	18	8	8	8	9	10
PRSS3	0	4	3	0	2	1
UBE2R2	784	665	661	874	772	736
UBAP2	490	478	408	494	510	437
SNORD121B	0	0	0	0	0	0
SNORD121A	0	1	0	1	1	0
DCAF12	397	327	304	417	390	399
UBAP1	419	381	335	400	430	360
KIF24	88	92	74	93	96	96
NUDT2	123	102	115	147	135	105
KIAA1161	30	41	13	37	58	24
C9orf24	4	4	5	6	3	5
FAM219A	222	234	138	175	273	171
DNAI1	3	3	7	6	5	6
ENHO	110	122	132	133	177	125
CNTFR	19	18	27	18	16	28
LOC415056	0	0	0	0	0	0
RPP25L	159	149	130	189	191	124
DCTN3	117	91	78	117	115	99
ARID3C	2	1	0	2	2	1
SIGMAR1	690	812	518	620	819	575
GALT	117	102	113	114	123	105
IL11RA	12	19	27	28	13	21
CCL27	1	0	1	2	1	1
CCL19	0	0	0	0	0	0
CCL21	0	0	0	0	0	0
FAM205A	0	0	0	0	0	0
FAM205B	0	0	0	0	0	0
KIAA1045	15	11	4	15	12	10
DNAJB5	354	328	406	359	373	397
C9orf131	0	0	0	0	0	0
VCP	5936	6683	5126	5751	7041	5269
FANCG	428	468	328	436	476	373
PIGO	206	181	177	246	220	172
STOML2	1199	1325	1068	1371	1467	1052
FAM214B	96	77	83	95	64	88
UNC13B	1437	1007	949	1152	975	845
ATP8B5P	1	1	1	0	0	0
RUSC2	112	75	93	105	99	106
FAM166B	1	4	4	6	3	4
TESK1	56	84	72	72	85	67
MIR4667	0	1	0	1	0	0
CD72	25	30	22	26	18	21
SIT1	28	49	31	26	20	20
RMRP	71743	71557	58299	85316	79158	56688
CCDC107	64	58	67	67	86	73
ARHGEF39	191	142	148	202	208	185
CA9	3	4	4	11	8	9
TPM2	1024	1058	786	1118	1182	1179
TLN1	1573	1626	1222	1412	1632	1672
CREB3	228	231	189	249	242	247
GBA2	775	836	672	744	986	664
RGP1	120	111	92	93	151	118
MSMP	2	2	0	3	0	6
NPR2	94	64	77	65	55	64
SPAG8	2	2	1	2	2	2
HINT2	101	127	139	136	161	94
FAM221B	0	0	0	0	0	2
TMEM8B	74	49	86	78	64	68
FP588	25	17	19	20	11	21
OR13J1	0	0	0	0	0	0
HRCT1	0	0	0	0	0	0
LOC158376	0	0	0	0	0	2
OR2S2	0	0	0	0	0	0
RECK	99	62	41	84	69	73
GLIPR2	103	80	88	102	70	50
CCIN	2	0	3	1	1	1
CLTA	1507	1296	1142	1611	1493	1121
GNE	209	192	122	244	231	203
RNF38	782	529	521	629	528	476
MELK	732	614	550	717	772	555
MIR4475	0	0	0	0	0	0
PAX5	5	2	2	3	0	0
MIR4540	0	0	0	0	0	0
MIR4476	0	0	0	0	0	0
LOC100506710	615	410	366	526	409	324
ZCCHC7	491	332	315	427	333	284
GRHPR	614	568	545	660	645	552
ZBTB5	386	331	306	332	326	254
POLR1E	467	385	332	505	421	293
FBXO10	238	189	234	206	205	240
TOMM5	601	664	333	651	618	378
FRMPD1	6	10	1	7	4	4
TRMT10B	36	27	26	33	26	31
EXOSC3	373	331	253	371	381	234
DCAF10	301	192	184	278	245	222
SLC25A51	85	57	43	65	47	59
SHB	97	98	107	88	112	118
ALDH1B1	815	963	753	892	955	774
IGFBPL1	1166	760	916	1316	874	897
LOC100289137	5	2	2	8	4	5
ANKRD18A	16	13	10	16	13	8
FAM201A	32	26	19	42	26	36
CNTNAP3	11	12	12	16	8	25
SPATA31A1	0	0	0	0	0	0
SPATA31A2	0	0	0	0	0	0
LOC653501	0	0	0	0	0	0
ZNF658B	0	0	0	0	0	0
FAM74A1	0	0	0	0	0	0
SPATA31A3	0	0	0	0	0	1
FAM74A3	1	0	1	0	0	0
ZNF658	27	29	16	38	21	19
SPATA31A4	0	0	0	0	0	0
SPATA31A5	0	0	0	0	0	0
SPATA31A7	0	0	0	0	0	0
MGC21881	5	5	7	4	4	7
KGFLP2	1	1	0	1	3	0
LOC643648	0	0	0	0	0	0
ANKRD20A2	0	0	0	0	0	0
ANKRD20A3	0	0	0	0	0	0
FAM95B1	0	0	0	0	0	0
FOXD4L2	0	0	0	0	0	0
FOXD4L4	0	0	0	0	0	0
LOC286297	0	0	0	0	0	0
AQP7P3	0	0	0	0	0	0
LOC642929	0	0	0	0	0	0
SPATA31A6	1	0	1	0	0	0
CNTNAP3B	1	1	1	0	0	1
FAM27C	0	0	0	0	0	0
FAM27A	0	1	1	0	1	0
KGFLP1	1	1	0	1	0	1
FAM74A4	0	0	0	0	0	0
FAM74A2	0	0	0	0	0	0
PTGER4P2-CDK2AP2P2	0	0	0	0	0	0
AQP7P1	0	1	0	0	0	0
FAM27B	0	0	0	0	0	0
ANKRD20A1	0	0	0	0	0	0
LOC642236	6	0	8	17	3	7
LOC100132352	14	10	3	20	14	7
PGM5P2	0	0	0	0	0	1
LOC440896	0	0	0	0	0	0
FOXD4L6	0	0	0	0	0	0
CBWD6	5	3	2	3	2	5
ANKRD20A4	0	0	0	0	0	0
LOC100133920	0	0	0	0	0	0
FOXD4L5	0	0	0	0	0	0
CBWD3	0	0	0	0	0	1
CBWD5	0	0	0	0	0	0
FOXD4L3	0	0	0	0	0	0
PGM5-AS1	0	0	0	0	0	0
PGM5	1	1	0	0	1	0
TMEM252	0	0	0	0	0	0
PIP5K1B	65	45	27	58	52	29
FAM122A	143	97	115	139	144	133
PRKACG	0	0	0	0	0	0
FXN	187	181	118	172	166	139
TJP2	1847	1557	1636	1774	1541	1617
BANCR	3	3	1	2	6	1
FAM189A2	75	82	57	75	68	75
APBA1	15	6	10	11	12	31
PTAR1	2814	1209	1658	2793	1257	1651
LOC494558	1	0	0	1	0	0
C9orf135	145	100	90	118	84	64
MAMDC2	165	129	105	129	98	50
LOC100507244	0	0	0	0	0	0
LOC100507299	2	2	1	2	0	3
SMC5	626	406	378	584	472	401
KLF9	28	15	11	19	21	18
TRPM3	158	104	123	146	107	125
MIR204	0	0	0	0	0	0
TMEM2	695	476	611	472	413	506
FAM108B1	921	602	692	874	673	602
C9orf85	84	61	49	67	75	53
C9orf57	0	0	0	0	0	0
GDA	16	26	3	7	7	1
ZFAND5	2138	1495	1744	2137	1421	1658
TMC1	30	22	18	30	11	10
ALDH1A1	5	10	2	5	9	5
ANXA1	22	38	6	13	30	236
RORB	65	83	21	29	42	4
TRPM6	15	16	10	8	10	7
C9orf40	151	83	67	159	97	77
C9orf41	379	303	210	332	335	232
NMRK1	39	31	27	47	36	26
OSTF1	94	119	77	121	113	91
PCSK5	127	156	72	113	151	78
RFK	131	130	97	149	137	120
RPSAP9	0	1	0	1	3	0
GCNT1	622	265	721	737	287	569
PRUNE2	767	732	268	498	629	240
PCA3	0	0	0	0	0	0
FOXB2	3	2	9	20	31	86
VPS13A-AS1	0	0	0	0	0	0
VPS13A	1326	756	665	1099	796	728
GNA14	36	55	29	35	44	22
GNAQ	319	217	164	274	228	190
CEP78	273	245	178	292	243	229
PSAT1	1466	2163	1055	1313	1802	1024
TLE4	466	354	431	422	340	328
TLE1	605	639	377	472	592	360
SPATA31D5P	0	0	0	0	0	0
SPATA31D4	0	0	0	0	0	0
SPATA31D3	0	0	0	0	0	0
SPATA31D1	0	0	0	0	0	0
RASEF	189	202	62	159	194	66
FRMD3	18	13	3	4	11	8
IDNK	4	5	3	3	3	6
UBQLN1	2198	1540	1787	2398	1928	1810
GKAP1	125	67	54	140	88	60
KIF27	72	47	35	110	50	25
C9orf64	339	247	253	295	276	197
HNRNPK	6971	6084	4304	6404	6738	4246
MIR7-1	3	3	5	6	3	5
RMI1	144	123	102	159	120	95
SLC28A3	2	0	0	1	0	0
NTRK2	3	1	0	5	2	0
AGTPBP1	1486	965	965	1531	1005	972
LOC389765	18	8	10	20	11	10
NAA35	339	270	247	327	291	250
GOLM1	1212	1050	736	1275	1213	811
C9orf153	1	0	1	0	1	0
ISCA1	425	376	196	395	433	185
ZCCHC6	312	249	192	276	221	254
GAS1	98	61	117	121	64	95
LOC100506834	0	0	0	0	0	0
LOC440173	54	37	36	44	34	13
LOC494127	0	0	0	0	0	0
C9orf170	0	1	0	0	0	0
DAPK1	1542	1228	1110	1189	1141	850
CTSL1	278	253	218	312	333	298
CTSL3P	0	0	0	1	0	0
CTSL1P8	0	0	0	0	0	0
LOC392364	0	0	0	0	0	0
SPATA31E1	0	4	0	0	1	3
SPATA31C1	1	1	0	0	0	0
CDK20	36	22	23	34	37	33
SPATA31C2	1	0	1	0	0	0
SPIN1	1667	1166	1119	1636	1281	1129
NXNL2	1	2	3	3	1	0
LOC286238	0	0	0	0	0	0
MIR4289	0	0	0	0	0	0
C9orf47	3	3	1	6	5	7
S1PR3	47	57	77	39	69	99
SHC3	56	109	22	51	108	32
CKS2	1499	1255	995	1903	1430	967
MIR3153	1	0	1	1	1	1
SECISBP2	933	687	575	813	754	533
SEMA4D	564	478	430	441	476	386
GADD45G	76	36	127	89	32	82
UNQ6494	3	2	1	4	0	4
LOC286370	0	0	0	0	0	0
MIR4290	0	0	0	0	0	0
LOC340515	0	0	0	1	2	3
DIRAS2	7	3	2	6	6	2
SYK	114	116	75	100	97	56
LOC100129316	1	0	0	0	0	0
AUH	205	125	128	187	107	105
NFIL3	274	161	123	268	186	124
MIR3910-1	0	0	0	0	0	0
MIR3910-2	0	0	0	0	0	0
ROR2	189	142	109	95	118	62
SPTLC1	964	611	595	925	619	570
LOC100128076	13	9	11	8	8	9
LINC00475	0	0	0	0	0	0
IARS	5020	4334	2925	4691	4124	2956
MIR3651	0	0	0	0	0	0
SNORA84	0	0	0	0	1	1
NOL8	145	76	116	148	93	134
CENPP	98	78	79	117	102	89
OGN	0	0	0	0	0	0
OMD	0	0	0	0	0	0
ASPN	0	0	0	0	0	3
ECM2	0	0	0	0	0	2
MIR4670	0	0	0	0	0	0
IPPK	138	137	95	122	173	111
LOC100128361	15	5	10	11	8	9
BICD2	578	530	523	487	492	527
ANKRD19P	3	4	2	4	6	3
ZNF484	269	181	181	290	196	176
FGD3	15	13	21	17	11	20
SUSD3	48	44	44	45	60	34
C9orf89	68	77	86	92	101	81
NINJ1	199	200	264	224	198	213
WNK2	197	212	186	172	196	184
C9orf129	12	20	12	10	10	3
FAM120AOS	396	279	251	357	312	281
FAM120A	637	504	372	622	495	493
PHF2	189	165	160	188	160	193
MIR4291	0	0	0	0	0	0
BARX1	32	24	12	18	30	12
PTPDC1	128	112	103	149	118	114
MIRLET7A1	2	1	0	1	0	2
MIRLET7F1	0	0	1	1	0	1
MIRLET7DHG	0	0	0	0	0	0
MIRLET7D	1	1	0	3	1	3
ZNF169	30	29	18	30	29	36
FAM22F	0	0	0	1	0	1
LOC100132077	0	0	0	1	0	0
HIATL1	467	464	374	467	457	392
FBP2	0	1	0	1	0	0
FBP1	10	16	8	23	29	12
C9orf3	62	38	48	74	54	43
MIR2278	0	0	0	0	0	0
MIR23B	0	0	0	0	0	0
MIR27B	0	2	0	0	1	0
MIR3074	0	0	0	0	0	0
MIR24-1	0	0	1	0	0	0
FANCC	124	95	92	122	102	104
PTCH1	792	371	721	646	342	405
LOC100507346	0	0	1	0	0	0
LINC00476	41	41	50	74	47	36
ERCC6L2	221	163	167	252	172	178
LINC00092	0	1	0	0	1	0
LOC158435	0	0	0	0	0	0
LOC158434	0	0	0	0	0	0
HSD17B3	0	0	0	0	0	0
SLC35D2	213	137	168	245	184	161
ZNF367	129	104	109	118	90	125
HABP4	189	132	154	165	154	150
CDC14B	545	411	322	456	414	246
AAED1	75	68	64	82	73	59
LOC441455	7	9	5	8	9	5
ZNF510	328	204	208	318	255	250
ZNF782	85	58	39	56	50	51
LOC100132781	0	0	0	1	0	1
LOC441454	1	0	0	0	0	0
FAM22G	0	1	0	1	0	1
HIATL2	11	14	7	14	8	7
CTSL2	1150	833	819	1057	776	725
LOC340508	2	1	3	2	0	3
LOC100499484	9	3	9	6	2	7
LOC100499484-C9ORF174	1	0	0	0	0	0
C9orf174	0	0	0	0	0	0
LOC286359	0	0	1	0	0	0
TDRD7	88	49	50	93	86	53
TMOD1	11	2	7	10	6	9
TSTD2	347	224	262	412	286	288
NCBP1	973	889	545	899	957	568
XPA	32	27	26	38	33	30
FOXE1	3	0	0	0	1	4
C9orf156	34	34	26	44	33	25
HEMGN	0	0	0	0	0	0
ANP32B	67	54	56	53	74	60
NANS	453	450	271	370	430	314
TRIM14	176	140	90	124	116	67
CORO2A	665	684	391	508	569	264
TBC1D2	85	123	39	44	79	56
GABBR2	13	16	10	8	11	3
ANKS6	764	819	611	709	899	624
GALNT12	301	238	259	330	244	234
COL15A1	2	1	5	1	2	2
TGFBR1	1459	1008	970	1450	994	1025
ALG2	269	243	252	308	259	249
SEC61B	611	606	480	618	647	491
NR4A3	3	0	1	2	0	0
LOC441461	6	4	4	3	5	3
STX17	447	297	284	441	296	336
ERP44	465	379	291	454	377	283
INVS	75	54	67	96	88	81
TEX10	1068	1064	622	978	1101	698
MSANTD3	260	202	174	270	236	197
MSANTD3-TMEFF1	0	0	0	0	0	0
TMEFF1	19	31	45	22	37	70
MURC	117	65	73	121	96	89
LPPR1	25	12	8	21	10	8
BAAT	2	1	2	5	2	0
MRPL50	337	338	261	361	374	258
